Customer #,Name,Address,City,ST,Zip,Phone,Category,Custom Category
112234,"The Kountry Store, LLC",2840 180th Ave,Hersey,MI,49639,231-832-7093,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
120398,The Little Store,6586 122nd Ave,Fennville,MI,49408-9738,269 543-8711,"Milk, Serves Ice Cream, Serves Soft Serve","MILK, SERVES ICE CREAM, SERVES SOFT SERVE"
141059,The Lodge Party Store,742 S Poseyville Rd,Midland,MI,48640-6610,347-349-3852,Milk,MILK
130132,The Market LLC,2442 US-10,Ludington,MI,49431-2206,231 843-8020,Milk,MILK
131418,The Milkshake Spot,250 N State St,Big Rapids,MI,49307-4525,616 302-2573,Sells Ice Cream,SELLS ICE CREAM
30987,The New Glenn Store,1402 Adams Rd (Blue Star Hwy),Fennville,MI,49408-2206,269-227-3233,Milk,MILK
150504,"The Olde Creamery, LLC",11748  W. Jefferson Rd,Riverdale,MI,48877-4525,717 418-6446,Sells Ice Cream,SELLS ICE CREAM
151260,The Other Place at Silver Lake,8427 Silver Lake Rd,Mears,MI,49436,616-293-4474,"Sells Ice Cream, Milk, Serves Soft Serve","SELLS ICE CREAM, MILK, SERVES SOFT SERVE"
141679,The Pantry - Ada,591 Ada Dr.,Ada,MI,49301,616-920-7377,Milk,MILK
160477,The Parlour of Jackson,1401 Daniel Rd,Jackson,MI,49202,517-581-9519,Serves Soft Serve,SERVES SOFT SERVE
122555,The Party Dock,3031 Patterson Road,Bay City,MI,48706-1818,989 684-2150,Milk,MILK
141066,The Pine Cone 2,1053 E Wilcox Ave,White Cloud,MI,49349,616-299-5041,Serves Soft Serve,SERVES SOFT SERVE
160060,The Point Drive In,45 Main St.,North Judson,IN,46366,574-241-2016,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
161053,The Press & Scoop,2120 S Milford Rd,Highland,MI,48357-1320,810 599-4305,Sells Ice Cream,SELLS ICE CREAM
160555,The Pump House- Rckfrd (KEY#75,30 N Main Street,Rockford,MI,49341-3080,616 951-7261,Sells Ice Cream,SELLS ICE CREAM
160557,The Pump House Standale-MoJam,411 Standale Plaza Dr.,Grand Rapids,MI,49534,616-826-5212,Sells Ice Cream,SELLS ICE CREAM
192594,The Scoop Shop,233 E Michigan Ave,Paw Paw,MI,49079,269-364-1633,Serves Soft Serve,SERVES SOFT SERVE
192256,The Shack/Grace Adventures,2263 W 14th Street,White Cloud,MI,49349,231-924-6683,Sells Ice Cream,SELLS ICE CREAM
122560,The Split - Grand Ledge,103 N Bridge St,Grand Ledge,MI,48837-1320,517 2561247,Serves Soft Serve,SERVES SOFT SERVE
190566,The Sweet Tooth Of Marine City,312 S. Water Suite 6,Marine City,MI,48039-4525,810 765-4070,Sells Ice Cream,SELLS ICE CREAM
190537,The Sweet Tooth Of Rockford,53 East Bridge Street,Rockford,MI,49341-4525,616 866-3033,Sells Ice Cream,SELLS ICE CREAM
200230,The Twisted Cow,123 N Roland St,McBain,MI,49657-4525,231 825-6000,Serves Soft Serve,SERVES SOFT SERVE
131420,The Village Mart,5948 W. Levering Rd.,Crossvillage,MI,49723-1818,231 242-1234,Sells Ice Cream,SELLS ICE CREAM
220040,The Vinery,3976 Pelham ST.,Dearborn,MI,48125-2143,,Serves Soft Serve,SERVES SOFT SERVE
251505,The Yogurt Station,Sunny's Food Mart,Pleasant Ridge,MI,48069,248-398-5800,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
200673,Theis Party Store,210 S. Main St,Fowler,MI,48835-1818,989 593-2202,Milk,MILK
131319,Thirsty's,1507 S Lake Mitchell Dr,Cadillac,MI,49601-6610,231 775-3039,"Milk, Serves Ice Cream, Serves Soft Serve","MILK, SERVES ICE CREAM, SERVES SOFT SERVE"
131326,Thornapple Lake Trading Post,4005 E. M-79 HWY,Hastings,MI,49058-2206,269 945-2280,Milk,MILK
208936,Thrush's Pit Stop,2405 W Ludington Dr,Farwell,MI,48622,989-588-9113,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
208947,Tienda La Bendicion,1260 S. Division SE,Grand Rapids,MI,49507-2206,616 438-8197,Milk,MILK
161810,Tiffany's Cafe,10213 W. Front St,Empire,MI,49630-1818,231 835-2168,Serves Soft Serve,SERVES SOFT SERVE
200680,Tin Roof Group LLC,853 S. Clinton,Stockbridge,MI,49285-4525,517 575-1340,Serves Soft Serve,SERVES SOFT SERVE
80301,Tip'N Point Grocery(Homestead),9390 Genesee St,New Lothrop,MI,48460-2902,810 638-2311,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
200199,Tip Top Ice Cream Shop,3614 E Houghton Lake Dr,Houghton Lake,MI,48629,989-302-6377,Serves Soft Serve,SERVES SOFT SERVE
200201,Tip Top Liquor,4107 West 13 Mile Rd.,Royal Oak,MI,48073-2143,,Milk,MILK
200712,Tippy Cow Ice Cream (KEY #49 ),3830 Chicago Dr SW,Grandville,MI,49418-4525,616 514-7171,Serves Soft Serve,SERVES SOFT SERVE
208953,Tom's Mkrt-West*D,TOM'S WEST BAY SHOPPING CTR.,Traverse City,MI,49684-1818,231 947-7290,Milk,MILK
208950,Tom's Mrkt-East*D,738 Munson Ave,Traverse City,MI,49686-1818,231 947-7188,Milk,MILK
130903,Too Talls Tasty Treats,2963 Coit NE,Grand Rapids,MI,49505-4525,616 363-3305,Serves Soft Serve,SERVES SOFT SERVE
201213,Toski Sands Market,2294 M-119,Petoskey,MI,49770-1818,231 347-1571,Milk,MILK
202038,Trailside Creamery,10606 Old 27 South,Waters,MI,49797-4525,989 889-9471,Serves Soft Serve,SERVES SOFT SERVE
202036,Trailside Gas & Grocery,525 S. Third St. Suite B,Big Rapids,MI,49307-2206,231 796-6070,Milk,MILK
202037,Trailside Treats,102 S. Main St,Sweetser,IN,46987-4525,765 673-7419,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
202050,Tres Hermanos Bakery,1442 Burton St SW,Wyoming,MI,49509,616 246-6600,Milk,MILK
201349,Tri Ponds Campground,3687 Dumont Rd.,Allegan,MI,49010-4525,269 6734740,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
201361,Truck Stop 117,2635 N. WILLIAMSTON RD.,Williamston,MI,48895-1818,517 655-5544,Milk,MILK
205912,True North Community Services,6308 S Warner Ave,Fremont,MI,49457-3080,231 924-0641,Milk,MILK
205911,True North Ice Cream,403 S. Kalamazoo,Marshall,MI,49068-4525,517 937-6299,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
206500,Tummy Ache Candy Store,1116 N Johnson St,Bay City,MI,48708-6610,989 891-7669,Sells Ice Cream,SELLS ICE CREAM
142011,Turk Lake Market Inc,2023 S. Greenville Rd,Greenville,MI,48838-2206,616 754-6491,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
206505,Turner Thyme Hospitality,149 Page St,West Branch,MI,48661,989-280-7032,Sells Ice Cream,SELLS ICE CREAM
202766,Twin Lake Park Store LLC,6219 Main St,Twin Lake,MI,49457-4525,231 292-2242,Serves Soft Serve,SERVES SOFT SERVE
202767,Twin Pines Campground,9800 Wheeler Rd,Hanover,MI,49241-1320,517 524-6298,Milk,MILK
200221,Twisters - Alma,7295 N. Alger,Alma,MI,48801-1320,989 285-1431,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
200209,Twisters - Chelsea,901 S. Main,Chelsea,MI,48118-4525,734 433-0419,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
200223,Twisters - Freeland,7636 Midland RD,Freeland,MI,48623-6610,989 928-8034,Serves Soft Serve,SERVES SOFT SERVE
200222,Twisters - Fulton (KEY #74 ),956 Fulton St W,Grand Rapids,MI,49504-4525,616 350-4391,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
200211,Twisters - Jackson,4005 Lansing Ave.,Jackson,MI,49202-1320,517 787-9477,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
200213,Twisters - St. Johns,1050 Superior Dr.,St Johns,MI,48879-1320,,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
200217,Twisters - W Michigan (KEY #67,330 S. Riverview,Parchment,MI,49004-4525,616 856-6062,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
200207,Twisters - Waverly (KEY #15 ),327 S. Waverly,Lansing,MI,48917-4525,517 574-4863,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
200210,Twisters - Williamston,204 E. Grand River Ave.,Williamston,MI,48895-1320,517 795-3109,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
218665,Udder Delights,1409 South Airport Rd,Traverse City,MI,49685,231-946-3209,Milk,MILK
218700,Udder Side,121 W. Chicago Rd,Jonesville,MI,49250-4525,517 398-3187,Milk,MILK
218664,Ultimate Ice Cream,2420 Sunnyside Dr,Cadillac,MI,49601,616-291-4781,Serves Soft Serve,SERVES SOFT SERVE
218704,Unadilla Store,13329 Unadilla Rd,Gregory,MI,48137-1428,734 498-2400,Milk,MILK
218710,Uncle Ray's Dairyland,1462 N Leroy St,Fenton,MI,48430,203-947-0266,Serves Soft Serve,SERVES SOFT SERVE
218708,Underground Cookie Club,5422 Division Ave. S,Kentwood,MI,49548-4525,775 9974243,Serves Soft Serve,SERVES SOFT SERVE
218724,Up North Farm Market LLC,3890 W. Monroe Rd,Hart,MI,49420-2206,231 301-8601,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
218765,Uranus Fudge Factory - IN  LLC,1423 W 53rd St,Anderson,IN,46013,765-274-5070,Serves Soft Serve,SERVES SOFT SERVE
218771,Urban Swirl,7130 Heritage Sq Suite 440,Granger,IN,46530,574-387-4035,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
218780,USA Gill Petroleum LLC Maratho,601 E Saginaw St,Breckenridge,MI,48615-9725,989 842-3367,Milk,MILK
180240,Valley Meat Market,110 W 2nd St,Pinconning,MI,48650-6610,989 200-1290,Milk,MILK
180410,Van Pattens General Store LLC,8416 S. 116th Ave.,Rothbury,MI,49452-2206,231 861-2830,Milk,MILK
100029,Variety Liquor 3,32 W Munger RD.,Munger,MI,48747,989-659-3280,Milk,MILK
220775,Vernon Cone Company,119 E. Main,Vernon,MI,48476,989-932-6119,Serves Soft Serve,SERVES SOFT SERVE
221240,Victorian Cafe,216 S. Washington St.,Hale,MI,48739-1818,989 254-1132,Serves Soft Serve,SERVES SOFT SERVE
220015,Viking Grocery,1325 S. Ensley St,Howard City,MI,49329-2206,231 648-6492,Milk,MILK
221252,Village Cone Shop ( KEY #72 ),1810 Breton Rd SE,Grand Rapids,MI,49546-4525,616 690-3469,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
221013,Village Ice Cream & Cafe,251 S. Bridge St,Dimondale,MI,48821-4525,517 712-2519,"Sells Ice Cream, Milk, Serves Soft Serve","SELLS ICE CREAM, MILK, SERVES SOFT SERVE"
221015,Visser Farms LLC,7600 112th Ave,Holland,MI,49424,616-875-8559,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
221016,VJ Distribution Center Inc.,"3231 S Gulley Rd, Ste C",Dearborn,MI,48124,313-554-6839,Serves Soft Serve,SERVES SOFT SERVE
220630,Vogel Store,9979 S. 8 Mile Rd.,McBain,MI,49657-5394,231 825-2219,Milk,MILK
220996,Vriesland Country Store,6420 Byron Rd,Zeeland,MI,49464-2206,616 772-4445,Milk,MILK
230016,Wacousta General,13051 Wacousta Road,Grand Ledge,MI,48837-1818,517 412-7115,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
230043,Walloon Village General Store,"4035 Renwick Lane, Unit #17",Walloon Lake,MI,49796,231-535-9350,Milk,MILK
230030,Walnut Hills Family Campground,7685 E Lehring Road,Durand,MI,48429,989-634-9782,Milk,MILK
230045,Walravens,597 N First St,Harrison,MI,48625-6610,989 539-3565,Milk,MILK
230900,Warren Dunes Camp Store,State Park,Sawyer,MI,49125-4525,269 369-5587,Milk,MILK
230904,Warren One Stop - Shell,30990 Dequindre,Warren,MI,48091-1768,586-929-6182,Milk,MILK
230025,Waterside Resort,3298 N Lakeshore Dr,Ludington,MI,49431-4525,231 843-2090,Sells Ice Cream,SELLS ICE CREAM
230901,Webberville Party Store,103 E. Grand River,Webberville,MI,48892-1818,313 399-1786,Milk,MILK
232947,Wedgewood Christian Services,3300 36th St. SE,Grand Rapids,MI,49518-3080,616 942-2110,Milk,MILK
230964,"Weller Auto Parts, Inc.",2019 Chicago Dr SW,Wyoming,MI,49519-4525,616-538-5000,Milk,MILK
230965,Wellman Party Store,910 S State St,Oscoda,MI,48750-6610,989 739-2869,Milk,MILK
231009,Wesco #10,1410 W. Maumee,Adrian,MI,49221-9738,517 265-3370,Milk,MILK
231010,Wesco #11,10409 West Brooklyn Rd.,Brooklyn,MI,49230-9738,517 435-3804,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
231011,Wesco #12,4101 Lansing Ave.,Jackson,MI,49202-9738,517 782-9866,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
